Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Material (product.metafields.custom.material),Product Specifications (product.metafields.custom.product_specifications),Backrest type (product.metafields.shopify.backrest-type),Color (product.metafields.shopify.color-pattern),Furniture/Fixture features (product.metafields.shopify.furniture-fixture-features),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Outdoor furniture items included (product.metafields.shopify.outdoor-furniture-items-included),Plant name (product.metafields.shopify.plant-name),Seat structure (product.metafields.shopify.seat-structure),Seat type (product.metafields.shopify.seat-type),Tabletop shape (product.metafields.shopify.tabletop-shape),Upholstery material (product.metafields.shopify.upholstery-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
ivory-knotted-armchair,Seahorse Chair,"<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><span data-sheets-root=""1"">Crafted with a warm, handwoven finish and topped with a cozy, sunset-orange cushion, it’s the kind of seat that makes you want to slow down and stay a little longer. The curved back hugs you just right, offering comfort without compromise. It’s weather-friendly, low on maintenance, and easy to make your own. Perfect for balconies, patios, or that little corner you've been meaning to make special.</span></p>",Great Outdoor ,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,"",chair,true,Title,Default Title,,,,,,,,'100,0.0,shopify,continue,manual,18000.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/54_d8e13949-433e-48af-a926-c30190ac5ef0.png?v=1744966788,1,"",false,,,Cane,"• Dimensions L x B x H: 66cm X 70cm x 80cm 

•  100% Aluminum Frame 

• Light weight & Rust free 

• Weather-proof | Washable 

• 7mm PE Cane  - Elegance Brown  

• Five-Year Cane Colour Warranty*",hard,brown,,,,,,upholstered,,polyester,,,,,,kg,,9000.00,active
ivory-knotted-armchair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/53_635a6e29-b219-4ece-a936-398d53bb725e.png?v=1744960147,2,"",,,,,,,,,,,,,,,,,,,,,,,,
ivory-knotted-armchair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/55_47047842-414e-4afe-a400-213c03d23390.png?v=1744960147,3,"",,,,,,,,,,,,,,,,,,,,,,,,
ivory-knotted-armchair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/56_77732451-f3e2-474c-9b48-76845af5b286.png?v=1744960147,4,"",,,,,,,,,,,,,,,,,,,,,,,,
ivory-knotted-armchair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/49_809603d2-1788-4bf7-808d-1680cf41f200.png?v=1744960147,5,"",,,,,,,,,,,,,,,,,,,,,,,,
half-round-comfort-chair,Croissant Chair,"<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><span data-sheets-root=""1""> This cozy piece from Great Outdoor is where artful design meets everyday comfort. With its open-weave pattern and rounded frame, this chair brings a breezy, modern twist to classic cane furniture. The bold, terracotta cushions add warmth and style, inviting you to curl up with a book, sip something chilled, or just enjoy the quiet. It’s sturdy, weather-resistant, and made to handle all your outdoor moods from sunny afternoons to starry evenings. Whether placed on a patio, balcony, or under your favorite tree, it’s that one spot you’ll keep coming back to.</span></p>",Great Outdoor ,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,"",chair,true,Title,Default Title,,,,,,,,'100,0.0,shopify,continue,manual,21000.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/37_263df841-1640-4570-b643-dcbe4f4b9b95.png?v=1744954333,1,"",false,,,Cane,"• Dimensions L x B x H: 80cm X 90cm x 80cm 

•  100% Aluminum Frame 

• Light weight & Rust free 

• Weather-proof | Washable 

• 6mm PE Cane  - Cappuccino  

• Five-Year Cane Colour Warranty*",,brown,,wicker; ceramic,,,solid,upholstered,,,,,,,,kg,,10500.00,active
half-round-comfort-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/38_9fc35061-cc1f-43de-a5d8-a4700d6e9dbe.png?v=1744954353,2,"",,,,,,,,,,,,,,,,,,,,,,,,
half-round-comfort-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/39_32554bcb-17cb-4212-ae1a-440bac22ac90.png?v=1744954363,3,"",,,,,,,,,,,,,,,,,,,,,,,,
half-round-comfort-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/40_330eeef2-693e-40ca-8231-89d49834880d.png?v=1744956674,4,"",,,,,,,,,,,,,,,,,,,,,,,,
half-round-comfort-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/35_ab9aa0a1-578e-4305-b8bb-5fe634510969.png?v=1744956700,5,"",,,,,,,,,,,,,,,,,,,,,,,,
countryside-knotted-armchair,Countryside Armchair,"<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<p><span data-sheets-root=""1"">Simple, sturdy, and effortlessly stylish this single-seater from Great Outdoor is designed for everyday ease. With its high back and curved arms, it offers a snug and supportive spot to unwind, whether you're catching the sunrise or settling in with a book. The handwoven cane texture adds a natural, earthy feel, while the rust-toned cushion brings a warm pop of color. Weather-resistant and low maintenance, it’s made to live beautifully through every season. Place it on your balcony, garden, or patio it’s that versatile chair that fits right in, wherever you need a moment of calm.</span></p>",Great Outdoor ,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,"",chair,true,Title,Default Title,,,,,,,,'100,0.0,shopify,continue,manual,14200.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/2_8b6ad9f0-3b6c-4bdc-86e7-109a0aef1001.png?v=1744876071,1,"",false,,,Cane,"• Dimensions L x B x H: 60cm X 62cm x 80cm 

•  100% Aluminum Frame 

• Light weight & Rust free 

• Weather-proof | Washable 

• 7mm PE Cane  - Seashell

• Five-Year Cane Colour Warranty*",hard,brown,,wicker,,,solid,hard,,,,,,,,kg,,7000.00,active
countryside-knotted-armchair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/3_b908255e-f2a5-445b-bb95-5f3b712f990b.png?v=1744876092,2,"",,,,,,,,,,,,,,,,,,,,,,,,
countryside-knotted-armchair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/4_eedbabb2-09e5-4b14-986a-0e2aff4c846b.png?v=1744876110,3,"",,,,,,,,,,,,,,,,,,,,,,,,
countryside-knotted-armchair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/1_f3ef91d3-e73d-4b15-8843-7e9bef643ea5.png?v=1744877477,4,"",,,,,,,,,,,,,,,,,,,,,,,,
artificial-grass-55mm,Artificial Grass (55mm),"",Great Outdoor ,Home & Garden > Decor > Artificial Flora,"","",false,Title,Default Title,,,,,,,,"",0.0,shopify,continue,manual,0.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/download.jpg?v=1742368404,1,"",false,,,,,,green,,,,grass,,,,,,,,,,kg,,,draft
cushion,Cushion,"",Great Outdoor ,Home & Garden > Decor > Chair & Sofa Cushions,"","",false,Choice of Fabric,VERDE CLARO,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/go-upholstery_f6243882-7019-4d75-b234-2599e6e90e12.png?v=1731571282,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,draft
cushion,,,,,,,,,ANIS,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,CONFETTI,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,VERDE,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,BOTELLA,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,FORET,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,INDIGO,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,BOMBAY,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,TURKIS,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,AZUL,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,MARINO,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,BRISA,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,TOFFEE,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,ALABASTRO,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,SILVER,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,PERLA,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,BASALTO,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,NEGRO,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,NATURAL,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,BLANCO,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,OPTIK,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,CAFE,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,TERRACOTA,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,MARRON,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,FUOCO,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,GRANATE,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,BRASSERIE,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,PINK,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,GRAPE,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,MALVA,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,LIMON,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,MANDARINA,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,AMARILLO,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,AZAFRAN,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,TOMATO,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
cushion,,,,,,,,,ROJO,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
bohemian-vintage-chair,Bohemian Vintage Chair,"<p><span data-sheets-root=""1"">Elevate your outdoor spaces with this artisanal chair, featuring a meticulously handmade aluminium frame and hand-woven cane in an elegant check pattern. Designed for supreme comfort and optimal posture, its rust-free and lightweight construction, enhanced with a wood-polished finish, makes it a standout choice for balconies, gardens, and patios. Perfectly blending craftsmanship with durability, it brings both style and functionality to any setting.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,"",chair,true,Title,Default Title,,,,,,,,'100,0.0,shopify,continue,manual,14500.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/9_5dc55302-52d1-419f-88f8-6b49c45220db.png?v=1730883999,1,"",false,,,Cane,"• Dimensions L x B x H: 48cm X 48cm x 83cm 

• Wooden Finish on 100% Aluminum Frame 

• Light weight & Rust free 

• Weather-proof | Washable 

• 6mm PE Cane - Zebra  

• Five-Year Cane Colour Warranty*",,checkered,,aluminum; wood,,,,,,,,,,,,kg,,6000.00,active
bohemian-vintage-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/10_6f2b6707-633a-490a-886e-e6d176adabe9.png?v=1730884000,2,"",,,,,,,,,,,,,,,,,,,,,,,,
bohemian-vintage-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/11_fdb9f3ac-ec86-46d6-aee9-4a17292486c7.png?v=1730883999,3,"",,,,,,,,,,,,,,,,,,,,,,,,
bohemian-vintage-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/BohemianVintageChair4.png?v=1723010094,4,"",,,,,,,,,,,,,,,,,,,,,,,,
bohemian-vintage-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/BohemianVintageChair3.png?v=1723010094,5,"",,,,,,,,,,,,,,,,,,,,,,,,
bohemian-vintage-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/BohemianVintageChair1.png?v=1723010094,6,"",,,,,,,,,,,,,,,,,,,,,,,,
arc-lounger,Arc Lounger,"<p><span data-sheets-root=""1"">This wide-seated garden rope chair, with its long knit pattern, provides exceptional comfort and support. Crafted from high-quality PE rope, it is designed for minimal maintenance and easy cleaning. While the waterproof construction ensures durability, we recommend keeping it sheltered from harsh weather to prolong the life of the cushion seat. Ideal for conservatories, this versatile lounger is easy to move and rearrange, effortlessly enhancing your outdoor seating areas.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Seating,"",lounger,false,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,false,,,Rope,,,,,,,,,,,,,,,,,kg,,,draft
vogue-veranda-table,Vogue Veranda Table,"<p><span data-sheets-root=""1"">Perfect for contemporary outdoor spaces, the Vogue Veranda Table stands out with its refined design and versatility. Crafted from durable PE cane, it offers exceptional durability and remains a functional asset for years. Ideal for outdoor patio furniture setups, it features a convenient hole in the center for an umbrella. Pair it with our Shino stackable chairs for a stylish and waterproof outdoor furniture arrangement.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Tables,"",Table,false,Choice of Cane,Ribbed - White (6mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/VogueVerandaTable4.png?v=1723009289,1,"",false,,,Cane,"• Dimensions
20cm Depth
20cm Width
34cm Height
25cm Arm Height (from floor)
17cm Seat Height (from floor)

• Wooden Finish on 100%
Aluminum Frame
• Light weight & Rust free
• Weather-proof | Washable
• 6mm PE Cane (Zebra Weave in
Signal White and Graphite
Black)
• Five-Year Craftsmanship
Warranty",,brown; black,,metal,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/Ribbed_White_6mm_1.png?v=1730886502,kg,,,draft
vogue-veranda-table,,,,,,,,,Ribbed - Whitewash (6mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/VogueVerandaTable3.png?v=1723009289,2,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/Ribbed_White_6mm_1.png?v=1730886502,kg,,,
vogue-veranda-table,,,,,,,,,Ribbed - Honeywicker (6mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/Ribbed_White_6mm_1.png?v=1730886502,3,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/Ribbed_White_6mm_1.png?v=1730886502,kg,,,
vogue-veranda-table,,,,,,,,,Ribbed - Graphite Black (6mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/VogueVerandaTable2.png?v=1723009289,4,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/Ribbed_White_6mm_1.png?v=1730886502,kg,,,
vogue-veranda-table,,,,,,,,,Ribbed - Java Brown (6mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/VogueVerandaTable1.png?v=1723009289,5,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/Ribbed_White_6mm_1.png?v=1730886502,kg,,,
vogue-veranda-table,,,,,,,,,Ribbed - Cappuccino (6mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/Ribbed_White_6mm_1.png?v=1730886502,kg,,,
vogue-veranda-table,,,,,,,,,Pulut - Mocca Java (7mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/Ribbed_White_6mm_1.png?v=1730886502,kg,,,
vogue-veranda-table,,,,,,,,,Pulut - Arabica (7mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/Ribbed_White_6mm_1.png?v=1730886502,kg,,,
vogue-veranda-table,,,,,,,,,Pulut - Elegance Brown (7mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/Ribbed_White_6mm_1.png?v=1730886502,kg,,,
vogue-veranda-table,,,,,,,,,Pulut - Sea Shell (7mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/Ribbed_White_6mm_1.png?v=1730886502,kg,,,
urban-filter-chair,Urban Filter Chair,"<p><span data-sheets-root=""1"">Hand-woven PE rope with an aluminum frame finished with a wooden polish, this chair is not only rust-free but also lightweight. Perfect for transforming gardens and patios into chic retreats, it is an essential piece for any stylish outdoor setup.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,"",chair,true,Title,Default Title,,,,,,,,'100,0.0,shopify,continue,manual,15500.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/69.png?v=1730885965,1,"",false,,,Rope,"• Dimensions L x B x H: 66cm X 63cm x 80cm 

•  100% Aluminum Frame 

• Light weight & Rust free 

• Weather-proof | Washable 

• 6mm PE Cane  - Elegance Brown  

• Five-Year Cane Colour Warranty*",mesh,beige; brown; green; black; gray,,aluminum; polyester; wicker; fabric,,,grid,strap,,,,,,,,kg,,6900.00,active
urban-filter-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/71.png?v=1730885966,2,"",,,,,,,,,,,,,,,,,,,,,,,,
urban-filter-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/70.png?v=1730885966,3,"",,,,,,,,,,,,,,,,,,,,,,,,
urban-filter-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/UrbanFilterChair1.png?v=1723008895,4,"",,,,,,,,,,,,,,,,,,,,,,,,
urban-filter-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/UrbanFilterChair3.png?v=1723008895,5,"",,,,,,,,,,,,,,,,,,,,,,,,
urban-filter-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/UrbanFilterChair2.png?v=1723008895,6,"",,,,,,,,,,,,,,,,,,,,,,,,
urban-filter-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/UrbanFilterChair7.png?v=1723008896,7,"",,,,,,,,,,,,,,,,,,,,,,,,
urban-filter-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/go_1.jpg?v=1742897322,8,"",,,,,,,,,,,,,,,,,,,,,,,,
regal-charm-chair,Regal Chair,"<p><span data-sheets-root=""1"">Crafted with durable PE cane, this handmade chair complements garden areas and poolside settings effortlessly. Its classic silhouette, ample cushion space, and sturdy structure ensure longevity and resilience against outdoor elements, making it a reliable companion for years of enjoyment.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,"",chair,true,Cushion,Without Cushion,,,,,,,,'100,0.0,shopify,continue,manual,11500.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/44.png?v=1730885159,1,"",false,,,Cane,"• Dimensions L x B x H: 60cm X 45cm x 80cm 

•  100% Aluminum Frame 

• Light weight & Rust free 

• Weather-proof | Washable 

• 6mm PE Cane  - Elegance Brown  

• Five-Year Cane Colour Warranty*",upholstered,brown,,fabric,,,wicker,upholstered,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/44.png?v=1730885159,kg,,5000.00,active
regal-charm-chair,,,,,,,,,With Seat Cushion only,,,,,,,,'100,0.0,shopify,continue,manual,12700.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/45.png?v=1730885159,2,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/45.png?v=1730885159,kg,,5600.00,
regal-charm-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/46.png?v=1740751351,3,"",,,,,,,,,,,,,,,,,,,,,,,,
regal-charm-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/47.png?v=1740751351,4,"",,,,,,,,,,,,,,,,,,,,,,,,
regal-charm-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/RegalCharmChair1.png?v=1723008466,5,"",,,,,,,,,,,,,,,,,,,,,,,,
tropical-duo-lounger,Tropical Duo Lounger,"<p><span data-sheets-root=""1"">Our best-selling luxurious duo rope lounger transports you to a tropical paradise, with soft cushions that envelop you in comfort. Crafted from durable aluminum and PE rope, this piece is ideal for luxury apartments and bungalows. For a stunning set, pair it with our Paradise Lounge Chair, and customize the colors to match your unique style.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,"",lounger,false,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/TropicalDuoLounger3.png?v=1722864512,1,"",false,,,Rope,,,,,,,,,,,,,,,,,kg,,,draft
tropical-duo-lounger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/TropicalDuoLounger1.png?v=1722864512,2,"",,,,,,,,,,,,,,,,,,,,,,,,
